Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	disulfide bond	59	0.19990512976892322	3.0075147464941848E-6	CADM3, GABRB2, VTCN1, OVCH2, EFNA2, PGLYRP1, HP, VTN, L1CAM, INSRR, ITIH1, APOH, DPP6, ADAM7, CLMP, CES5A, HEPACAM2, OXGR1, MMP13, SLC34A2, SSTR5, WFDC12, KLRG2, IL20RB, INHBE, SLPI, OR7D2, CHL1, XDH, TF, CYSLTR2, ASTN1, GCGR, CCL7, ISM1, TPSG1, LAMB3, COL7A1, PRSS3, SERPINC1, HRG, FGFBP1, TMPRSS2, HS3ST3A1, NTNG1, IGF2, KLK1, FRZB, ACPP, COL4A6, HPR, LAMA1, SFRP1, PI3, VSTM2L, CHRNB4, PAPPA2, IGFBP1, MEGF6	221	2917	20063	1.836196613082616	0.002181076976741192	5.457157902758469E-4	0.004557558942563933
UP_SEQ_FEATURE	topological domain:Cytoplasmic	66	0.2236226875381175	4.117052385502835E-6	CADM3, SLC36A2, ADGRF1, CLSTN2, SYT5, GABRB2, VTCN1, B3GALT5, SYT3, SLC9A2, L1CAM, AQP6, SYT7, LGR5, INSRR, KCNJ13, DPP6, ROS1, ADAM7, CLMP, PTPRH, HEPACAM2, OXGR1, SLC34A2, SSTR5, RHCG, IL20RB, SLC26A7, GRM8, OR7D2, CHL1, CLDN16, SLC2A12, GAL3ST3, AVPR2, FXYD4, CYSLTR2, RHBG, CLCNKB, GCGR, KCNS1, SLCO1A2, B3GNT6, HS6ST2, UGT2A1, B4GALNT4, SLC30A2, SLC4A9, TMPRSS2, KLB, HS3ST3A1, TMC3, GJB3, MAL, RHAG, KCNJ5, GGT6, PROM2, SLC4A11, GRIA2, CDH17, CDH19, CHRNB4, MS4A10, ATP6V0A4, CDH10	221	3456	20063	1.73369940925088	0.0029845236128404062	5.976185917815346E-4	0.0062388926275858125
UP_KEYWORDS	Membrane	115	0.38964559192247744	4.597642388772801E-6	CADM3, SLC36A2, SLC52A1, SYT5, VTCN1, B3GALT5, GABRB2, EFNA2, LYPD8, SLC9A2, SYT3, L1CAM, SYT7, AQP6, DIRAS1, SMIM5, ADAM7, ROS1, VNN2, PTPRH, GRHL2, SLC34A2, CWH43, SSTR5, RHCG, SLC9C2, OR7D2, ASB5, SLC2A12, GAL3ST3, TMEM213, FXYD4, CYSLTR2, ASTN1, NKAIN4, ATP6V1B1, KCNS1, B3GNT6, MSLN, TMEM30B, SLC30A2, KLB, CYP2C9, CPNE7, REEP2, ACPP, KCNJ5, GGT6, SLC4A11, FAM151A, CHRNB4, SLC13A2, PLA2G4F, MS4A10, SLC13A3, NAT8L, ADGRF1, CLSTN2, MFSD2A, CPEB1, LGR5, KCNJ13, INSRR, RDH8, SLN, GPC3, SMCO3, SCN7A, LBP, DPP6, CLMP, PIK3C2G, DMRT2, CES5A, OXGR1, HEPACAM2, MMP13, KSR2, KLRG2, IL20RB, SLC26A7, GRM8, CHL1, CLDN16, AVPR2, RAB3B, RHBG, CLCNKB, GCGR, TPSG1, SLCO1A2, UGT1A8, HS6ST2, UGT2A1, B4GALNT4, SLC4A9, FGFBP1, ABCA13, MOGAT2, TMPRSS2, HS3ST3A1, TMC3, GJB3, NTNG1, MAL, RHAG, PROM2, GRIA2, CYP26C1, CDH17, CFAP47, CDH19, UGT2B4, ATP6V0A4, CDH10	224	7494	20581	1.4099464095085592	0.0011900834045258657	1.4883793705011694E-4	0.006005834383027153
UP_KEYWORDS	Polymorphism	163	0.5522802737683811	7.274651507210819E-6	CADM3, SLC36A2, SLC52A1, SYT5, B3GALT5, OVCH2, SLC9A2, SYT3, MMP7, ANKRD2, PGLYRP1, ADH1C, CCDC146, VTN, L1CAM, SYT7, AQP6, NMRK2, DNTT, PPP1R1A, APOH, C15ORF56, ADAM7, ROS1, PITX1, VNN2, PTPRH, MYO3B, HAL, GRHL2, SLC34A2, CWH43, TNS4, SSTR5, RHCG, KRT15, AKR1B10, C1ORF87, VGLL1, SLC9C2, OR7D2, XDH, ODAM, GAL3ST3, TDRD5, ASTN1, NKAIN4, KRT20, ATP6V1B1, KCNS1, LAMB3, ANGPTL8, WT1-AS, VWA5B1, MSLN, DDX43, OOEP, KLB, CYP2C9, CPNE7, C16ORF89, CDC20B, TRIM63, ACPP, KCNJ5, LAMA1, GGT6, SLC4A11, FAM151A, PI3, SPTBN2, CHRNB4, SLC13A2, PLA2G4F, MS4A10, PAPPA2, ZNF114, FOXI1, ADGRF1, CLSTN2, FRG2C, SULT2B1, HP, CPEB1, LGR5, INSRR, KCNJ13, PAK6, RDH8, BARX1, SAA2, SAA1, ITIH1, DNAJC12, SMCO3, LBP, SCN7A, DPP6, TSKU, ATP6V0D2, HPD, CLMP, PIK3C2G, CES5A, SAA4, DMRT2, HEPACAM2, MMP13, ATP6V1C2, KSR2, KLRG2, INHBE, GRM8, SLC26A7, CA1, CHL1, TF, AVPR2, RHBG, CLCNKB, EHF, EPB41L4B, GCGR, CPN2, ISM1, TPSG1, ALDH1A2, UGT1A8, COLGALT2, SLCO1A2, COL7A1, INPP5J, PRSS3, SYN2, SERPINC1, HS6ST2, UGT2A1, VWC2, B4GALNT4, HRG, RANBP3L, ABCA13, MOGAT2, TMPRSS2, TMC3, TRIM29, GJB3, IGF2, KLK1, FRZB, COL4A6, HPR, PROM2, GRIA2, CYP26C1, CDH17, CFAP47, GFPT2, UGT2B4, IGFBP1, MEGF6, ATP6V0A4, CDH10	224	12043	20581	1.2435732523932101	0.001882367713088695	2.0932715396959622E-4	0.009502619605705753
GOTERM_CC_DIRECT	GO:0005887~integral component of plasma membrane	37	0.12536423392288404	1.033771106441563E-5	SLC2A12, AVPR2, CADM3, SLC52A1, FXYD4, GABRB2, CYSLTR2, RHBG, CLCNKB, MFSD2A, AQP6, LGR5, GCGR, KCNJ13, INSRR, TPSG1, RDH8, SLCO1A2, GPC3, SLC4A9, TMPRSS2, KLB, PTPRH, MAL, REEP2, RHAG, SLC34A2, SSTR5, SLC4A11, PROM2, RHCG, GRIA2, GRM8, SLC26A7, CHRNB4, SLC13A2, SLC13A3	217	1415	18224	2.195984432756347	0.001982882270090025	9.91933100683129E-4	0.012869839737839062
KEGG_PATHWAY	hsa00830:Retinol metabolism	8	0.027105780307650606	1.113514934497612E-5	RDH8, ALDH1A2, UGT1A8, CYP26C1, CYP2C9, ADH1C, UGT2B4, UGT2A1	85	64	6879	10.116176470588236	0.0015465971604659012	0.0015465971604659012	0.013121061085918928
UP_SEQ_FEATURE	topological domain:Extracellular	53	0.17957579453818526	6.586687859805754E-5	SLC36A2, CADM3, ADGRF1, CLSTN2, GABRB2, VTCN1, SLC9A2, L1CAM, AQP6, LGR5, INSRR, KCNJ13, DPP6, ROS1, ADAM7, CLMP, PTPRH, HEPACAM2, OXGR1, SLC34A2, SSTR5, RHCG, IL20RB, SLC26A7, GRM8, OR7D2, CHL1, CLDN16, SLC2A12, AVPR2, FXYD4, CYSLTR2, RHBG, GCGR, SLCO1A2, UGT2A1, SLC4A9, TMPRSS2, KLB, TMC3, GJB3, MAL, RHAG, KCNJ5, GGT6, SLC4A11, PROM2, GRIA2, CDH17, CDH19, CHRNB4, MS4A10, CDH10	221	2787	20063	1.7264042654405476	0.046695518816511794	0.007938477328089943	0.0997696437104123
GOTERM_BP_DIRECT	GO:0007588~excretion	6	0.020329335230737954	7.289720293950978E-5	CLDN16, AVPR2, CLCNKB, AQP6, ATP6V1B1, ATP6V0A4	201	37	16792	13.54739814441307	0.0717282519673963	0.0717282519673963	0.11541809207366027
UP_SEQ_FEATURE	sequence variant	164	0.5556684963068375	9.578165027872876E-5	CADM3, SLC36A2, SLC52A1, SYT5, B3GALT5, OVCH2, SLC9A2, SYT3, MMP7, ANKRD2, PGLYRP1, ADH1C, CCDC146, VTN, L1CAM, SYT7, AQP6, NMRK2, DNTT, PPP1R1A, APOH, C15ORF56, ADAM7, ROS1, PITX1, VNN2, PTPRH, MYO3B, HAL, GRHL2, SLC34A2, CWH43, TNS4, SSTR5, RHCG, KRT15, AKR1B10, C1ORF87, VGLL1, SLC9C2, OR7D2, XDH, ODAM, GAL3ST3, TDRD5, ASTN1, NKAIN4, KRT20, ATP6V1B1, WT1, ARX, LAMB3, KCNS1, ANGPTL8, WT1-AS, VWA5B1, MSLN, DDX43, OOEP, KLB, CYP2C9, CPNE7, C16ORF89, CDC20B, TRIM63, ACPP, LAMA1, GGT6, SLC4A11, FAM151A, PI3, SPTBN2, CHRNB4, SLC13A2, PLA2G4F, MS4A10, PAPPA2, ZNF114, FOXI1, ADGRF1, CLSTN2, FRG2C, SULT2B1, HP, LGR5, INSRR, KCNJ13, PAK6, RDH8, BARX1, GPC3, SAA2, SAA1, ITIH1, DNAJC12, SMCO3, LBP, SCN7A, DPP6, TSKU, ATP6V0D2, HPD, CLMP, PIK3C2G, CES5A, SAA4, HEPACAM2, MMP13, ATP6V1C2, KSR2, KLRG2, INHBE, GRM8, SLC26A7, CA1, CHL1, CLDN16, TF, AVPR2, RHBG, CLCNKB, EHF, EPB41L4B, GCGR, CPN2, ISM1, TPSG1, ALDH1A2, UGT1A8, SLCO1A2, COLGALT2, COL7A1, INPP5J, PRSS3, SYN2, SERPINC1, POU3F4, HS6ST2, UGT2A1, VWC2, B4GALNT4, HRG, RANBP3L, ABCA13, MOGAT2, TMPRSS2, TRIM29, GJB3, IGF2, KLK1, FRZB, RHAG, COL4A6, HPR, PROM2, GRIA2, CYP26C1, CDH17, GFPT2, UGT2B4, IGFBP1, MEGF6, ATP6V0A4, CDH10	221	12443	20063	1.196526568391685	0.06717793448214615	0.009885218056841949	0.14505133220479305
GOTERM_CC_DIRECT	GO:0016021~integral component of membrane	88	0.29816358338415666	9.707070489261782E-5	SLC36A2, ADGRF1, CLSTN2, SYT5, B3GALT5, VTCN1, GABRB2, SYT3, SLC9A2, L1CAM, MFSD2A, AQP6, SYT7, LGR5, KCNJ13, SLN, SMCO3, SMIM5, DPP6, ADAM7, ROS1, CLMP, DMRT2, CES5A, OXGR1, HEPACAM2, MMP13, SLC34A2, CWH43, SSTR5, IL20RB, KLRG2, RHCG, GRM8, SLC26A7, SLC9C2, OR7D2, ASB5, CHL1, CLDN16, GAL3ST3, AVPR2, TMEM213, CYSLTR2, RHBG, ASTN1, CLCNKB, NKAIN4, GCGR, UGT1A8, SLCO1A2, B3GNT6, HS6ST2, TMEM30B, UGT2A1, B4GALNT4, SLC30A2, ABCA13, MOGAT2, TMPRSS2, TMC3, KLB, HS3ST3A1, GJB3, MAL, REEP2, FRZB, RHAG, ACPP, KCNJ5, GGT6, PROM2, SLC4A11, GRIA2, FAM151A, CYP26C1, SFRP1, CDH17, CFAP47, CDH19, CHRNB4, SLC13A2, UGT2B4, SLC13A3, MS4A10, ATP6V0A4, CDH10, NAT8L	217	5163	18224	1.4314115592067271	0.01846585764756914	0.006193566958556107	0.12078730651109426
UP_KEYWORDS	Cell membrane	57	0.19312868469201058	1.1017970474830595E-4	CADM3, SLC36A2, ADGRF1, SLC52A1, CLSTN2, GABRB2, VTCN1, LYPD8, EFNA2, SYT3, MFSD2A, L1CAM, SYT7, CPEB1, LGR5, DIRAS1, GPC3, SCN7A, DPP6, ROS1, VNN2, CLMP, OXGR1, SSTR5, RHCG, GRM8, OR7D2, CHL1, CLDN16, AVPR2, RAB3B, CYSLTR2, RHBG, ASTN1, CLCNKB, NKAIN4, GCGR, KCNS1, SLCO1A2, MSLN, TMEM30B, FGFBP1, TMPRSS2, KLB, CPNE7, GJB3, NTNG1, ACPP, SLC4A11, PROM2, GRIA2, CDH17, CDH19, CHRNB4, SLC13A3, ATP6V0A4, CDH10	224	3175	20581	1.6494895950506185	0.028134749902888556	0.002849743322609677	0.14383454956543584
GOTERM_CC_DIRECT	GO:0005615~extracellular space	33	0.11181134376905875	1.253781097764865E-4	XDH, ODAM, TF, LYPD8, MMP7, HP, VTN, CCL7, GPC3, COL7A1, SAA2, SAA1, PPP1R1A, MSLN, PRSS3, SERPINC1, APOH, VWC2, LBP, TSKU, FGFBP1, CES5A, SAA4, IGF2, FRZB, MMP13, ACPP, LAMA1, SFRP1, INHBE, SPTBN2, SLPI, IGFBP1	217	1347	18224	2.0574548664210277	0.023786636474897205	0.0060004515217511045	0.15598558236427085
UP_KEYWORDS	Transport	40	0.13552890153825303	1.7250723798545713E-4	CLDN16, SLC2A12, TF, RAB3B, SLC36A2, SLC52A1, FXYD4, GABRB2, SLC9A2, RHBG, CLCNKB, MFSD2A, AQP6, ATP6V1B1, KCNJ13, KCNS1, SLCO1A2, TMEM30B, SLC30A2, LBP, SCN7A, SLC4A9, ATP6V0D2, ABCA13, MAGEL2, TMC3, RHAG, SLC34A2, KCNJ5, ATP6V1C2, SLC4A11, RHCG, GRIA2, CDH17, SLC26A7, CHRNB4, SLC13A2, SLC9C2, SLC13A3, ATP6V0A4	224	1978	20581	1.8580275891954356	0.04369963776554775	0.004053872496856292	0.22511565589893312
KEGG_PATHWAY	hsa04966:Collecting duct acid secretion	5	0.01694111269228163	2.931404462879706E-4	ATP6V1C2, CLCNKB, ATP6V1B1, ATP6V0A4, ATP6V0D2	85	27	6879	14.986928104575163	0.0399332785531511	0.020170054832549522	0.34489617892784485
UP_KEYWORDS	Ammonia transport	3	0.010164667615368977	3.481342697664547E-4	RHCG, RHBG, RHAG	224	3	20581	91.87946428571429	0.08623556872829341	0.007487037661557894	0.453821703144508
GOTERM_MF_DIRECT	GO:0015078~hydrogen ion transmembrane transporter activity	5	0.01694111269228163	4.913218844790682E-4	ATP6V1C2, SLC36A2, ATP6V1B1, ATP6V0A4, ATP6V0D2	197	32	16881	13.389118020304569	0.17603596207039618	0.17603596207039618	0.6816256220134154
PIR_SUPERFAMILY	PIRSF002472:amyloid protein, SAA type	3	0.010164667615368977	5.261567120310178E-4	SAA2, SAA1, SAA4	24	3	1692	70.5	0.011511721179541023	0.011511721179541023	0.41104948184264023
GOTERM_CC_DIRECT	GO:0070062~extracellular exosome	53	0.17957579453818526	5.56782073780289E-4	SLC36A2, GABRB2, PGLYRP1, MMP7, SULT2B1, HP, VTN, SYT7, GPC3, SAA2, PVALB, SAA1, ITIH1, APOH, LBP, DPP6, ATP6V0D2, HPD, CLMP, SAA4, ATP6V1C2, RHCG, AKR1B10, KRT15, SLPI, CA1, CHL1, TF, RAB3B, ATP6V1B1, CPN2, PRSS3, SERPINC1, HS6ST2, HRG, TMPRSS2, CPNE7, C16ORF89, IGF2, KLK1, REEP2, ACPP, HPR, GGT6, PROM2, SFRP1, FAM151A, PI3, SLC13A2, PAPPA2, SLC13A3, ZNF114, ATP6V0A4	217	2811	18224	1.5834304665509267	0.10141316212355289	0.02115931880770705	0.6909964411226044
