Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_ALL	GO:0022804~active transmembrane transporter activity	18	0.06098800569221387	1.402505811129906E-6	SLC2A12, SLC36A2, SLC9A2, MFSD2A, ATP6V1B1, SLC34A2, ATP6V1C2, SLCO1A2, SLC4A11, SLC26A7, CDH17, SLC13A2, SLC9C2, SLC13A3, SLC4A9, ATP6V0A4, ATP6V0D2, ABCA13	197	367	16881	4.202796719180071	9.644592846175248E-4	1.6080784815342142E-4	0.002110148634149045
GOTERM_CC_ALL	GO:0031226~intrinsic component of plasma membrane	44	0.14908179169207833	1.4110699960172678E-6	SLC2A12, AVPR2, CADM3, SLC52A1, FXYD4, GABRB2, CYSLTR2, RHBG, CLCNKB, MFSD2A, AQP6, LGR5, GCGR, KCNJ13, INSRR, TPSG1, RDH8, KCNS1, SLCO1A2, GPC3, VWC2, SCN7A, SLC4A9, DPP6, TMPRSS2, KLB, PTPRH, NTNG1, MAL, REEP2, RHAG, SLC34A2, KCNJ5, SSTR5, GGT6, SLC4A11, PROM2, GRIA2, RHCG, GRM8, SLC26A7, CHRNB4, SLC13A2, SLC13A3	217	1701	18224	2.172362692587987	4.993943921270949E-4	9.989883598648941E-5	0.001933133554110622
GOTERM_BP_ALL	GO:0006885~regulation of pH	10	0.03388222538456326	2.331031911818337E-6	ATP6V1C2, SLC4A11, RHCG, SLC26A7, SLC9A2, SLC9C2, SLC4A9, ATP6V1B1, ATP6V0A4, ATP6V0D2	201	97	16792	8.612607067754015	0.00731123891316654	0.003662325771611963	0.004219851596753976
GOTERM_MF_ALL	GO:0022892~substrate-specific transporter activity	33	0.11181134376905875	2.671936424142646E-6	CLDN16, SLC2A12, TF, SLC36A2, FXYD4, GABRB2, SLC9A2, RHBG, CLCNKB, MFSD2A, AQP6, ATP6V1B1, KCNJ13, KCNS1, SLCO1A2, SLC30A2, SCN7A, SLC4A9, ATP6V0D2, RHAG, SLC34A2, KCNJ5, ATP6V1C2, SLC4A11, RHCG, GRIA2, CDH17, SLC26A7, CHRNB4, SLC13A2, SLC9C2, SLC13A3, ATP6V0A4	197	1137	16881	2.487055167887709	0.0018366060868553191	2.625790508986592E-4	0.004020042331998042
GOTERM_CC_ALL	GO:0044459~plasma membrane part	58	0.1965169072304669	2.925444180933433E-6	CADM3, SLC52A1, CLSTN2, GABRB2, VTCN1, VTN, MFSD2A, AQP6, SYT7, CPEB1, LGR5, INSRR, KCNJ13, RDH8, GPC3, SCN7A, DPP6, ATP6V0D2, PTPRH, SLC34A2, SSTR5, RHCG, SLC26A7, GRM8, SLC2A12, TF, AVPR2, FXYD4, CYSLTR2, ASTN1, RHBG, CLCNKB, ATP6V1B1, GCGR, TPSG1, KCNS1, SLCO1A2, VWC2, SLC4A9, TMPRSS2, KLB, GJB3, NTNG1, MAL, REEP2, RHAG, KCNJ5, GGT6, SLC4A11, PROM2, GRIA2, CDH17, CHRNB4, SPTBN2, PLA2G4F, SLC13A2, SLC13A3, ATP6V0A4	217	2635	18224	1.8485506169169024	0.0010350726971656288	1.7258656436636155E-4	0.004007752939771958
GOTERM_CC_ALL	GO:0005887~integral component of plasma membrane	42	0.1423053466151657	3.1986767646859683E-6	SLC2A12, AVPR2, CADM3, SLC52A1, FXYD4, GABRB2, CYSLTR2, RHBG, CLCNKB, MFSD2A, AQP6, LGR5, GCGR, KCNJ13, INSRR, TPSG1, RDH8, KCNS1, SLCO1A2, GPC3, VWC2, SCN7A, SLC4A9, DPP6, TMPRSS2, KLB, PTPRH, MAL, REEP2, RHAG, SLC34A2, KCNJ5, SSTR5, SLC4A11, PROM2, GRIA2, RHCG, GRM8, SLC26A7, CHRNB4, SLC13A2, SLC13A3	217	1635	18224	2.1573246522639833	0.0011316925381416043	1.6174882948771785E-4	0.004382064114849538
GOTERM_BP_ALL	GO:0006811~ion transport	39	0.1321406789997967	3.240366897816702E-6	CLDN16, SLC2A12, TF, SLC36A2, FXYD4, GABRB2, SLC9A2, RHBG, CLCNKB, MFSD2A, NKAIN4, AQP6, ATP6V1B1, KCNJ13, KCNS1, SLN, SLCO1A2, SLC30A2, SCN7A, SLC4A9, DPP6, ROS1, ATP6V0D2, TMC3, RHAG, SLC34A2, KCNJ5, ATP6V1C2, SLC4A11, RHCG, GRIA2, SLC26A7, CHRNB4, PLA2G4F, SLC13A2, SLC9C2, SLC13A3, CA1, ATP6V0A4	201	1458	16792	2.2346702700489325	0.010148840921293978	0.0033944562697798553	0.005865969070262267
GOTERM_MF_ALL	GO:0015077~monovalent inorganic cation transmembrane transporter activity	17	0.05759978315375754	3.809674588829327E-6	SLC36A2, FXYD4, SLC9A2, ATP6V1B1, SLC34A2, KCNJ13, KCNJ5, ATP6V1C2, KCNS1, SLC4A11, SLC13A2, SLC9C2, SLC13A3, SLC4A9, SCN7A, ATP6V0A4, ATP6V0D2	197	353	16881	4.126730993227017	0.002617629128251031	3.275789730117218E-4	0.00573177213767373
GOTERM_BP_ALL	GO:0015672~monovalent inorganic cation transport	20	0.06776445076912652	5.855351344396058E-6	SLC2A12, SLC36A2, FXYD4, SLC9A2, ATP6V1B1, RHAG, SLC34A2, KCNJ13, KCNJ5, ATP6V1C2, KCNS1, SLC4A11, SLC13A2, SLC9C2, SLC13A3, SLC4A9, SCN7A, DPP6, ATP6V0A4, ATP6V0D2	201	486	16792	3.437954261613742	0.018263856786066346	0.004597573651380138	0.010599584211212765
GOTERM_BP_ALL	GO:0055085~transmembrane transport	36	0.12197601138442773	6.044716624827549E-6	CLDN16, SLC2A12, SLC36A2, FXYD4, GABRB2, SLC9A2, RHBG, CLCNKB, MFSD2A, AQP6, ATP6V1B1, KCNJ13, KCNS1, SLN, SLC30A2, SCN7A, SLC4A9, DPP6, ATP6V0D2, ABCA13, GJB3, MAL, RHAG, SLC34A2, KCNJ5, ATP6V1C2, SLC4A11, RHCG, GRIA2, CDH17, SLC26A7, CHRNB4, SLC13A2, SLC9C2, SLC13A3, ATP6V0A4	201	1322	16792	2.2749791135096076	0.018848920283120907	0.003798532343698535	0.010942362870236533
GOTERM_CC_ALL	GO:0005576~extracellular region	85	0.2879989157687877	7.579433801319212E-6	SLC36A2, ADGRF1, GABRB2, OVCH2, EFNA2, MTRNR2L10, LYPD8, ARSI, MTRNR2L1, MMP7, PGLYRP1, SULT2B1, HP, VTN, SYT7, GPC3, SAA2, PVALB, SAA1, ITIH1, PPP1R1A, APOH, LBP, BRINP3, DPP6, ATP6V0D2, TSKU, HPD, CLMP, SAA4, CES5A, MMP13, ATP6V1C2, WFDC12, RHCG, INHBE, KRT15, AKR1B10, SLPI, CA1, CHL1, XDH, TF, ODAM, RAB3B, ATP6V1B1, CCL7, CPN2, ISM1, LAMB3, ANGPTL8, COL7A1, VWA5B1, PRSS3, MSLN, SERPINC1, HS6ST2, VWC2, HRG, FGFBP1, TMPRSS2, CPNE7, C16ORF89, IGF2, KLK1, REEP2, FRZB, HPR, ACPP, COL4A6, LAMA1, GGT6, PROM2, FAM151A, SFRP1, PI3, VSTM2L, SPTBN2, SLC13A2, SLC13A3, PAPPA2, ZNF114, IGFBP1, ATP6V0A4, MEGF6	217	4623	18224	1.544112736258599	0.0026795333586457915	3.353349794029681E-4	0.010383243889433569
GOTERM_BP_ALL	GO:0051453~regulation of intracellular pH	9	0.030494002846106934	1.001558312528705E-5	ATP6V1C2, SLC4A11, SLC26A7, SLC9A2, SLC9C2, SLC4A9, ATP6V1B1, ATP6V0A4, ATP6V0D2	201	88	16792	8.544097693351425	0.03103735081834036	0.005241086257290584	0.018129952205747646
GOTERM_MF_ALL	GO:0022890~inorganic cation transmembrane transporter activity	20	0.06776445076912652	1.0025988369706624E-5	CLDN16, TF, SLC36A2, FXYD4, SLC9A2, ATP6V1B1, SLC34A2, KCNJ13, KCNJ5, ATP6V1C2, KCNS1, SLC4A11, SLC13A2, SLC30A2, SLC9C2, SLC13A3, SLC4A9, SCN7A, ATP6V0A4, ATP6V0D2	197	518	16881	3.308507927797268	0.006874178572556344	7.661413168257303E-4	0.015083748166411226
GOTERM_CC_ALL	GO:0016021~integral component of membrane	101	0.3422104763840889	1.0053043901421754E-5	CADM3, SLC36A2, SLC52A1, SYT5, VTCN1, B3GALT5, GABRB2, SLC9A2, SYT3, L1CAM, SYT7, AQP6, SMIM5, ADAM7, ROS1, PTPRH, SLC34A2, CWH43, SSTR5, RHCG, SLC9C2, OR7D2, ASB5, SLC2A12, GAL3ST3, TMEM213, FXYD4, CYSLTR2, ASTN1, NKAIN4, KCNS1, B3GNT6, TMEM30B, SLC30A2, KLB, REEP2, ACPP, KCNJ5, GGT6, SLC4A11, FAM151A, SFRP1, CHRNB4, SLC13A2, MS4A10, SLC13A3, NAT8L, ADGRF1, CLSTN2, MFSD2A, LGR5, KCNJ13, INSRR, RDH8, SLN, GPC3, SMCO3, SCN7A, DPP6, CLMP, DMRT2, CES5A, OXGR1, HEPACAM2, MMP13, KLRG2, IL20RB, SLC26A7, GRM8, CHL1, CLDN16, AVPR2, RHBG, CLCNKB, GCGR, TPSG1, SLCO1A2, UGT1A8, UGT2A1, VWC2, HS6ST2, B4GALNT4, SLC4A9, ABCA13, TMPRSS2, MOGAT2, HS3ST3A1, TMC3, GJB3, MAL, FRZB, RHAG, PROM2, CYP26C1, GRIA2, CDH17, CFAP47, CDH19, UGT2B4, ATP6V0A4, CDH10	217	5872	18224	1.4445058325694697	0.003552470422411469	3.953435455269494E-4	0.01377168398744022
GOTERM_BP_ALL	GO:0030641~regulation of cellular pH	9	0.030494002846106934	1.1835689233337938E-5	ATP6V1C2, SLC4A11, SLC26A7, SLC9A2, SLC9C2, SLC4A9, ATP6V1B1, ATP6V0A4, ATP6V0D2	201	90	16792	8.354228855721393	0.03657339574033214	0.005308569507278316	0.0214243282312232
GOTERM_CC_ALL	GO:0005615~extracellular space	37	0.12536423392288404	1.607576170943098E-5	XDH, TF, ODAM, LYPD8, MMP7, HP, VTN, CCL7, CPN2, GPC3, COL7A1, SAA2, ITIH1, SAA1, PPP1R1A, MSLN, PRSS3, SERPINC1, APOH, VWC2, HRG, LBP, TSKU, FGFBP1, SAA4, CES5A, IGF2, FRZB, MMP13, ACPP, HPR, LAMA1, SFRP1, INHBE, SPTBN2, SLPI, IGFBP1	217	1444	18224	2.1518822523201044	0.005674703087038213	5.689246397462266E-4	0.02202137439920593
GOTERM_BP_ALL	GO:0044765~single-organism transport	67	0.22701091007657384	1.6817472537221654E-5	SLC36A2, SLC52A1, VTCN1, GABRB2, SYT5, SYT3, SLC9A2, MFSD2A, AQP6, SYT7, KCNJ13, GPC3, SLN, SAA1, APOH, SCN7A, LBP, DPP6, ATP6V0D2, ROS1, STAP1, HMGA2, SLC34A2, SSTR5, ATP6V1C2, RHCG, SLC26A7, SLC9C2, CA1, CLDN16, SLC2A12, XDH, TF, AVPR2, RAB3B, FXYD4, RHBG, CLCNKB, NKAIN4, KRT20, ATP6V1B1, GCGR, KCNS1, SLCO1A2, SYN2, SERPINC1, TMEM30B, HRG, SLC30A2, SLC4A9, ABCA13, TMC3, GJB3, MAL, IGF2, REEP2, RHAG, KCNJ5, SLC4A11, GRIA2, SFRP1, CDH17, CHRNB4, PLA2G4F, SLC13A2, SLC13A3, ATP6V0A4	201	3415	16792	1.6390434358223525	0.05156483640488552	0.006595882131333886	0.030440787652252776
GOTERM_MF_ALL	GO:0015291~secondary active transmembrane transporter activity	13	0.04404689299993224	1.914724213467514E-5	SLC2A12, SLC36A2, SLCO1A2, SLC4A11, CDH17, SLC26A7, SLC9A2, SLC13A2, MFSD2A, SLC9C2, SLC13A3, SLC4A9, SLC34A2	197	234	16881	4.760575296108291	0.013087038860783884	0.0013164755554218033	0.02880450967274184
GOTERM_BP_ALL	GO:0034220~ion transmembrane transport	28	0.09487023107677713	3.001957615880636E-5	SLC36A2, FXYD4, GABRB2, SLC9A2, RHBG, CLCNKB, AQP6, ATP6V1B1, KCNJ13, KCNS1, SLN, SLC30A2, SCN7A, SLC4A9, DPP6, ATP6V0D2, RHAG, SLC34A2, KCNJ5, ATP6V1C2, SLC4A11, RHCG, GRIA2, SLC26A7, CHRNB4, SLC13A3, SLC9C2, ATP6V0A4	201	963	16792	2.4290592726915787	0.09017503509063729	0.010445402146317506	0.054331373656424375
GOTERM_CC_ALL	GO:0044421~extracellular region part	72	0.24395202276885547	4.65811488326041E-5	SLC36A2, GABRB2, LYPD8, MMP7, PGLYRP1, SULT2B1, HP, VTN, SYT7, GPC3, SAA2, PVALB, SAA1, ITIH1, PPP1R1A, APOH, LBP, DPP6, ATP6V0D2, TSKU, HPD, CLMP, SAA4, CES5A, MMP13, ATP6V1C2, RHCG, INHBE, KRT15, AKR1B10, SLPI, CA1, CHL1, XDH, TF, ODAM, RAB3B, ATP6V1B1, CCL7, CPN2, LAMB3, COL7A1, PRSS3, MSLN, SERPINC1, HS6ST2, VWC2, HRG, FGFBP1, TMPRSS2, CPNE7, C16ORF89, IGF2, KLK1, REEP2, FRZB, HPR, ACPP, COL4A6, LAMA1, GGT6, PROM2, FAM151A, SFRP1, PI3, SPTBN2, SLC13A2, SLC13A3, PAPPA2, ZNF114, IGFBP1, ATP6V0A4	217	3878	18224	1.559224551588424	0.016354893148864846	0.0014979778870332083	0.06379680562869083
GOTERM_BP_ALL	GO:0030004~cellular monovalent inorganic cation homeostasis	9	0.030494002846106934	5.1075136587694146E-5	ATP6V1C2, SLC4A11, SLC26A7, SLC9A2, SLC9C2, SLC4A9, ATP6V1B1, ATP6V0A4, ATP6V0D2	201	110	16792	6.83527815468114	0.1485279775178895	0.015950288723841077	0.09242244935396826
GOTERM_BP_ALL	GO:1902578~single-organism localization	68	0.23039913261503017	5.5588222444850134E-5	SLC36A2, SLC52A1, VTCN1, GABRB2, SYT5, SYT3, SLC9A2, MFSD2A, AQP6, SYT7, KCNJ13, GPC3, SLN, SAA1, APOH, SCN7A, LBP, DPP6, ATP6V0D2, ROS1, STAP1, HMGA2, SLC34A2, SSTR5, ATP6V1C2, RHCG, SLC26A7, SLC9C2, CA1, CLDN16, SLC2A12, XDH, TF, AVPR2, RAB3B, FXYD4, RHBG, CLCNKB, NKAIN4, KRT20, ATP6V1B1, GCGR, KCNS1, SLCO1A2, SYN2, SERPINC1, TMEM30B, HRG, SLC30A2, SLC4A9, ABCA13, TMC3, GJB3, MAL, IGF2, REEP2, RHAG, KCNJ5, SLC4A11, GRIA2, SFRP1, CDH17, PKP3, CHRNB4, PLA2G4F, SLC13A2, SLC13A3, ATP6V0A4	201	3614	16792	1.571908030406903	0.16054011514647792	0.01578290448751085	0.10058517238694664
GOTERM_BP_ALL	GO:0006812~cation transport	27	0.0914820085383208	9.752689793454104E-5	SLC2A12, TF, SLC36A2, FXYD4, SLC9A2, RHBG, NKAIN4, ATP6V1B1, KCNJ13, KCNS1, SLN, SLC30A2, SCN7A, SLC4A9, DPP6, ATP6V0D2, RHAG, SLC34A2, KCNJ5, ATP6V1C2, SLC4A11, RHCG, CHRNB4, SLC13A2, SLC13A3, SLC9C2, ATP6V0A4	201	975	16792	2.3134787600459243	0.26437120843049466	0.02526126100503001	0.17640864215054952
GOTERM_BP_ALL	GO:0098655~cation transmembrane transport	22	0.07454089584603917	1.023010410022413E-4	SLC36A2, FXYD4, SLC9A2, RHBG, ATP6V1B1, RHAG, KCNJ13, SLC34A2, KCNJ5, ATP6V1C2, KCNS1, SLN, SLC4A11, RHCG, CHRNB4, SLC30A2, SLC9C2, SLC4A9, SCN7A, DPP6, ATP6V0A4, ATP6V0D2	201	703	16792	2.614410168220066	0.27534539960778703	0.024469504264293396	0.18503665654762136
GOTERM_BP_ALL	GO:0007588~excretion	7	0.02371755776919428	1.2195032687258944E-4	CLDN16, AVPR2, CHRNB4, CLCNKB, AQP6, ATP6V1B1, ATP6V0A4	201	65	16792	8.996861844623039	0.31881615041145117	0.02705047543531547	0.22054018264524577
GOTERM_CC_ALL	GO:0034364~high-density lipoprotein particle	5	0.01694111269228163	2.3381510096482044E-4	SAA2, SAA1, APOH, SAA4, HPR	217	26	18224	16.150301311591637	0.07944655922898414	0.006874612967363913	0.31984904339822373
GOTERM_BP_ALL	GO:0098771~inorganic ion homeostasis	20	0.06776445076912652	3.386254068266373E-4	CLDN16, TF, AVPR2, SLC9A2, ATP6V1B1, RHAG, CCL7, SLC34A2, ATP6V1C2, SLC4A11, RHCG, PVALB, SLC26A7, SAA1, SLC30A2, SLC9C2, SLC4A9, SCN7A, ATP6V0A4, ATP6V0D2	201	658	16792	2.539279287453311	0.6556763798404484	0.06861096444189052	0.6112515720827827
GOTERM_CC_ALL	GO:0045177~apical part of cell	14	0.04743511553838856	3.89409759263516E-4	TF, OOEP, MAL, AQP6, EPB41L4B, ATP6V1B1, SLC34A2, PROM2, RHCG, SPTBN2, SLC4A9, ATP6V0A4, ATP6V0D2, CHL1	217	361	18224	3.256902868376374	0.12879494237212097	0.010549947238592039	0.5321700561760956
GOTERM_MF_ALL	GO:1901681~sulfur compound binding	11	0.03727044792301958	4.032970013792946E-4	GAL3ST3, GPC3, SFRP1, SAA1, APOH, SERPINC1, MMP7, HRG, VTN, FGFBP1, CCL7	197	233	16881	4.045467419010479	0.2423428490162508	0.02491387845691484	0.6050733332512048
GOTERM_MF_ALL	GO:0046873~metal ion transmembrane transporter activity	15	0.05082333807684489	4.257326129826147E-4	CLDN16, TF, FXYD4, SLC9A2, KCNJ13, SLC34A2, KCNJ5, KCNS1, SLC4A11, SLC13A2, SLC30A2, SLC13A3, SLC9C2, SLC4A9, SCN7A	197	422	16881	3.0458657107801868	0.25395279614448174	0.024118259147342225	0.6386332995760302
GOTERM_BP_ALL	GO:0015992~proton transport	9	0.030494002846106934	4.991575950461246E-4	SLC2A12, ATP6V1C2, SLC36A2, SLC4A11, SLC9A2, SLC9C2, ATP6V1B1, ATP6V0A4, ATP6V0D2	201	153	16792	4.914252268071407	0.7923165876782805	0.09356302416681361	0.8997927154699159
